instance,n,m,ratio_1,ratio_2,density,min_degree,max_degree,avg_degree,med_degree,25Q_degree,75Q_degree,cv_degree,entropy_degree,min_clique,max_clique,med_clique,Q25_clique,Q75_clique,cv_clique,entropy_clique,clique_time,max_card_clique,min_cluster_coeff,max_cluster_coeff,med_cluster_coeff,Q25_cluster_coeff,Q75_cluster_coeff,cv_cluster_coeff,entropy_cluster_coeff,min_cluster_wcoeff,max_cluster_wcoeff,med_cluster_wcoeff,Q25_cluster_wcoeff,Q75_cluster_wcoeff,cv_cluster_wcoeff,entropy_cluster_wcoeff,cluster_coeff_time,DSATUR_n_colors,DSATUR_time,DSATUR_min_size,DSATUR_max_size,DSATUR_mean_size,DSATUR_med_size,DSATUR_Q25_size,DSATUR_Q75_size,DSATUR_vc_size,DSATUR_entropy_size,time
random_graph_1_100_0.5_20_3.col,100,2339,0.04,23.39,0.47,29,61,46,46,43,51,0.12,0.91,0.04,0.08,0.06,0.05,0.07,0.0,0.01,0,8,0,0,0.47,0.46,0.48,0.03,0.0,14,27,22.24,20.51,23.73,0.11,0.85,0,18,0,2,4,3,3,3,4,0.19,0.78,0.0
random_graph_4_1000_0.5_100_1.col,1000,247248,0.0,247.25,0.49,451,538,494,494,483,505,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,13,0,0,0.49,0.49,0.5,0.0,0.0,222,266,244.76,239.05,250.13,0.03,0.91,27,123,62,2,5,2,3,2,3,0.4,0.83,93.0
random_graph_4_1000_0.9_0_3.col,1000,449550,0.0,449.55,0.9,865,930,899,900,893,906,0.01,0.9,0.04,0.05,0.05,0.04,0.05,0.0,0.0,17,53,0,0,0.9,0.9,0.9,0.0,0.0,778,836,809.67,803.74,815.23,0.01,0.89,72,324,98,2,5,2,3,2,3,0.33,0.68,190.0
random_graph_1_1000_0.9_50_1.col,1000,440605,0.0,440.61,0.88,842,912,881,881,874,888,0.01,0.91,0.03,0.04,0.04,0.04,0.04,0.0,0.0,10,41,0,0,0.88,0.88,0.88,0.0,0.0,742,804,776.84,770.78,782.97,0.01,0.91,70,220,99,1,5,2,2,2,3,0.37,0.63,183.0
random_graph_4_100_0.9_20_3.col,100,4113,0.02,41.13,0.83,65,92,82,84,79,87,0.07,0.92,0.11,0.17,0.15,0.14,0.15,0.0,0.01,0,17,0,0,0.83,0.82,0.83,0.01,0.0,54,76,69.04,64.99,71.56,0.07,0.91,0,29,0,1,3,2,2,2,2,0.25,0.68,0.0
random_graph_4_250_0.5_0_2.col,250,15562,0.02,62.25,0.5,104,154,124,124,119,130,0.07,0.91,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.5,0.5,0.5,0.01,0.0,52,76,62.18,59.48,65.4,0.07,0.88,0,40,0,2,5,3,3,3,4,0.26,0.82,1.0
random_graph_3_500_0.05_25_1.col,500,11719,0.04,23.44,0.09,21,67,46,48,41,53,0.19,0.91,0.02,0.04,0.03,0.03,0.04,0.0,0.0,1,20,0,0,0.72,0.69,0.75,0.08,0.0,20,47,33.69,29.29,38.75,0.18,0.95,0,29,1,1,7,4,6,2,6,0.49,0.84,3.0
random_graph_4_500_0.9_0_1.col,500,112275,0.0,224.55,0.9,425,467,449,450,445,453,0.01,0.89,0.07,0.09,0.08,0.08,0.08,0.0,0.0,3,45,0,0,0.9,0.9,0.9,0.0,0.0,382,420,404.72,400.42,407.83,0.01,0.88,7,179,11,1,4,2,2,2,3,0.27,0.54,23.0
random_graph_1_500_0.9_25_4.col,500,102955,0.0,205.91,0.83,336,458,411,428,406,439,0.09,0.95,0.04,0.05,0.04,0.04,0.05,0.0,0.0,1,25,0,0,0.82,0.82,0.83,0.02,0.0,286,378,350.39,332.79,360.32,0.08,0.95,7,64,11,1,6,2,2,2,3,0.4,0.66,19.0
random_graph_4_250_0.9_25_4.col,250,25770,0.01,103.08,0.83,166,230,206,213,202,219,0.09,0.95,0.07,0.09,0.08,0.08,0.08,0.0,0.0,0,23,0,0,0.82,0.82,0.83,0.02,0.0,141,190,175.45,165.78,180.56,0.08,0.93,0,47,1,1,3,2,2,2,2,0.19,0.44,2.0
random_graph_3_250_0.05_50_3.col,250,2982,0.08,11.93,0.1,6,35,23,25,20,28,0.24,0.92,0.02,0.06,0.05,0.04,0.06,0.0,0.0,0,15,0,0,0.73,0.68,0.77,0.1,0.0,5,23,18.0,14.8,20.21,0.21,0.94,0,19,0,1,5,3,4,3,4,0.36,0.65,0.0
random_graph_3_500_0.7_25_1.col,500,107931,0.0,215.86,0.87,307,493,431,449,391,475,0.12,0.91,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0,25,0,0,0.89,0.86,0.93,0.04,0.0,293,426,399.97,365.27,410.15,0.08,0.9,7,49,10,1,5,2,3,2,4,0.7,0.97,19.0
random_graph_1_250_0.5_25_4.col,250,14419,0.02,57.68,0.46,80,142,115,118,108,124,0.11,0.93,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,9,0,0,0.46,0.46,0.47,0.02,0.0,37,66,54.17,50.49,57.15,0.1,0.9,0,36,0,2,4,2,3,3,3,0.32,0.88,1.0
random_graph_4_500_0.5_25_4.col,500,57088,0.01,114.18,0.46,167,271,228,234,215,246,0.1,0.94,0.01,0.02,0.02,0.01,0.02,0.0,0.0,0,11,0,0,0.46,0.45,0.46,0.02,0.0,78,126,106.2,98.36,111.68,0.09,0.93,2,58,6,2,6,3,3,3,4,0.26,0.69,10.0
random_graph_1_1000_0.1_0_3.col,1000,49653,0.02,49.65,0.1,64,135,99,99,92,105,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.85,9.14,10.54,0.11,0.72,1,27,13,2,5,3,4,3,5,0.28,0.86,15.0
random_graph_1_1000_0.1_50_2.col,1000,48624,0.02,48.62,0.1,65,133,97,97,91,103,0.09,0.9,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,6,13,9.51,8.77,10.12,0.1,0.69,0,27,13,3,5,3,4,3,4,0.21,0.85,15.0
random_graph_3_1000_0.7_0_4.col,1000,449309,0.0,449.31,0.9,666,999,898,929,807,999,0.12,0.72,0.0,0.0,0.0,0.0,0.0,,0.0,601,0,0,1,0.93,0.9,0.98,0.04,0.05,666,898,863.91,786.71,898.42,0.08,0.73,73,702,94,1,2,1,1,1,2,0.49,0.98,771.0
random_graph_3_1000_0.7_100_1.col,1000,451751,0.0,451.75,0.9,691,997,903,937,828,989,0.11,0.86,0.1,0.1,0.1,0.1,0.1,0.0,0.0,24,100,0,0,0.93,0.9,0.97,0.03,0.0,684,901,868.58,799.67,894.09,0.08,0.86,73,199,94,1,7,2,3,2,4,0.67,0.83,194.0
random_graph_4_250_0.1_0_3.col,250,3112,0.08,12.45,0.1,13,36,24,25,22,28,0.2,0.92,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.19,0.0,1,4,2.49,2.0,2.99,0.26,0.78,0,10,0,2,4,2,3,2,3,0.32,0.86,0.0
random_graph_1_1000_0.1_100_1.col,1000,49139,0.02,49.14,0.1,67,127,98,98,92,105,0.1,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.64,9.0,10.38,0.11,0.7,1,26,13,4,7,5,6,5,6,0.16,0.84,15.0
random_graph_1_500_0.5_0_4.col,500,62511,0.01,125.02,0.5,210,279,250,250,243,257,0.04,0.92,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,12,0,0,0.5,0.5,0.5,0.0,0.0,105,139,125.36,121.66,128.78,0.04,0.89,3,70,7,2,5,3,3,3,4,0.28,0.87,12.0
random_graph_4_1000_0.9_50_1.col,1000,440483,0.0,440.48,0.88,838,918,880,881,873,889,0.01,0.91,0.03,0.04,0.04,0.04,0.04,0.0,0.0,8,42,0,0,0.88,0.88,0.88,0.0,0.0,738,809,776.89,769.72,783.44,0.01,0.9,85,169,95,1,4,2,2,2,3,0.3,0.63,2324.0
random_graph_3_250_0.35_50_4.col,250,17508,0.01,70.03,0.56,78,182,140,141,116,169,0.21,0.96,0.14,0.17,0.15,0.15,0.17,0.0,0.0,1,43,0,0,0.8,0.72,0.9,0.11,0.0,75,129,111.5,104.27,122.07,0.11,0.94,0,61,0,1,5,2,3,2,3,0.5,0.85,2.0
random_graph_3_250_0.35_0_3.col,250,18227,0.01,72.91,0.59,80,186,145,149,121,172,0.21,0.93,0.32,0.39,0.35,0.35,0.38,0.0,0.0,4,98,0,1,0.82,0.76,0.93,0.11,0.18,80,136,124.03,110.67,131.2,0.12,0.89,0,98,0,1,3,2,3,2,3,0.27,0.71,5.0
random_graph_4_1000_0.1_50_2.col,1000,48942,0.02,48.94,0.1,70,127,97,98,91,104,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,6,13,9.57,8.86,10.25,0.11,0.71,0,26,12,4,7,5,5,5,6,0.19,0.93,15.0
random_graph_1_100_0.5_10_4.col,100,2152,0.05,21.52,0.43,30,59,43,43,39,48,0.15,0.94,0.04,0.07,0.05,0.05,0.06,0.0,0.01,0,7,0,0,0.43,0.41,0.44,0.05,0.0,12,25,18.49,16.3,20.22,0.15,0.89,0,14,0,2,4,2,3,2,3,0.4,1.0,0.0
random_graph_1_1000_0.5_0_2.col,1000,250184,0.0,250.18,0.5,449,555,500,501,489,511,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,13,0,0,0.5,0.5,0.5,0.0,0.0,225,277,250.92,245.12,255.76,0.03,0.88,28,127,63,2,6,3,3,2,4,0.31,0.79,94.0
random_graph_4_100_0.9_0_3.col,100,4455,0.02,44.55,0.9,81,95,89,89,87,91,0.03,0.9,0.2,0.28,0.24,0.23,0.25,0.0,0.01,0,28,0,0,0.9,0.9,0.9,0.0,0.0,72,85,80.01,78.48,82.02,0.03,0.85,0,45,0,1,2,1,2,2,2,0.25,0.35,0.0
random_graph_4_100_0.9_10_4.col,100,3781,0.03,37.81,0.76,59,90,75,78,64,85,0.13,0.94,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.75,0.74,0.78,0.03,0.0,46,67,57.74,51.01,63.44,0.11,0.96,0,21,0,1,3,2,2,2,3,0.35,0.94,0.0
le450_25a.col,450,8260,0.05,18.36,0.08,2,128,36,33,20,50,0.64,0.94,0.0,0.06,0.04,0.01,0.04,0.0,0.0,1,25,0,1,0.42,0.33,0.51,0.46,0.02,0,33,16.27,11.06,21.27,0.53,0.9,0,25,0,2,5,2,3,2,3,0.43,0.81,2.0
miles500.col,128,1170,0.11,9.14,0.14,3,38,18,17,10,27,0.54,0.96,0.02,0.16,0.07,0.06,0.12,0.0,0.01,0,20,0,1,0.7,0.62,0.83,0.23,0.47,1,25,10.51,7.86,18.25,0.54,0.92,0,20,0,1,6,3,3,1,5,0.64,0.95,0.0
qg.order40.col,1600,62400,0.03,39.0,0.05,78,78,78,78,78,78,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.0,0.0,170,40,0,0,0.49,0.49,0.49,0.0,0.0,38,38,38.49,38.49,38.49,0.0,0.0,1,62,31,1,3,2,2,1,3,0.38,0.99,203.0
zeroin.i.3.col,206,3540,0.06,17.18,0.17,0,140,34,28,17,34,1.07,0.8,0.0,0.15,0.11,0.05,0.14,0.0,0.0,0,30,0,0,0.68,0.28,0.91,0.66,0.0,0,45,24.18,12.9,26.71,0.66,0.82,0,30,0,2,3,2,2,2,2,0.17,0.57,0.0
DSJC250.9.col,250,27897,0.01,111.59,0.9,207,234,223,223,220,227,0.02,0.91,0.1,0.14,0.12,0.12,0.12,0.0,0.0,0,34,0,0,0.9,0.9,0.9,0.0,0.0,185,209,200.0,197.42,203.35,0.02,0.92,0,97,1,1,3,2,2,2,3,0.25,0.65,3.0
queen6_6.col,36,290,0.12,8.06,0.46,15,19,16,15,15,17,0.09,0.85,0.11,0.17,0.14,0.11,0.17,0.0,0.03,0,6,0,0,0.46,0.45,0.46,0.02,0.0,6,8,7.0,6.71,7.88,0.1,0.88,0,10,0,1,4,2,3,2,3,0.47,0.92,0.0
queen8_8.col,64,728,0.09,11.38,0.36,21,27,22,23,21,23,0.08,0.87,0.06,0.13,0.08,0.06,0.13,0.0,0.02,0,8,0,0,0.4,0.4,0.41,0.02,0.0,8,10,9.27,8.55,9.54,0.08,0.99,0,12,0,2,4,3,3,3,4,0.2,0.81,0.0
ash331GPIA.col,662,4181,0.16,6.32,0.02,1,23,12,13,11,14,0.24,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.04,0.03,0.05,0.48,0.0,0,2,0.46,0.36,0.57,0.36,0.04,0,7,0,2,3,2,2,2,2,0.23,0.86,1.0
mug100_1.col,100,166,0.6,1.66,0.03,3,4,3,3,3,4,0.16,0.9,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,0,0.33,0.17,0.67,0.61,0.0,0,2,1.0,0.67,2.0,0.56,1.0,0,4,0,2,2,2,2,2,2,0.0,0.0,0.0
r1000.1.col,1000,14378,0.07,14.38,0.03,10,49,28,29,24,33,0.24,0.9,0.01,0.02,0.01,0.01,0.01,0.0,0.0,5,20,0,1,0.6,0.56,0.66,0.14,0.01,7,27,17.35,14.69,20.0,0.21,0.89,0,20,4,2,6,4,5,3,5,0.31,0.83,10.0
1-Insertions_6.col,607,6337,0.1,10.44,0.03,6,202,20,18,13,24,0.73,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,1,7,4,5,3,6,0.48,0.98,1.0
myciel7.col,191,2360,0.08,12.36,0.13,7,95,24,20,14,32,0.69,0.94,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,0,1,5,3,3,2,5,0.49,0.95,0.0
4-Insertions_4.col,475,1795,0.26,3.78,0.02,4,79,7,8,6,8,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,5,0,1,4,3,4,2,4,0.42,0.86,0.0
mulsol.i.1.col,197,3925,0.05,19.92,0.2,0,121,39,35,0,68,0.79,0.79,0.01,0.25,0.16,0.01,0.17,0.0,0.0,0,49,0,0,0.74,0.0,0.96,0.69,0.0,0,58,33.03,0.0,48.69,0.71,0.81,0,49,0,1,3,1,2,2,2,0.4,0.49,0.0
r1000.5.col,1000,238267,0.0,238.27,0.48,193,781,476,460,379,575,0.28,0.97,0.0,0.0,0.0,0.0,0.0,,0.0,601,0,0,0,0.76,0.69,0.84,0.13,0.0,189,452,355.57,313.08,395.05,0.16,0.96,44,248,77,2,5,3,3,3,4,0.26,0.84,724.0
4-Insertions_3.col,79,156,0.51,1.97,0.05,3,13,3,4,4,4,0.36,0.47,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,3,2,2,1,3,0.41,0.95,0.0
david.col,87,406,0.21,4.67,0.11,1,82,9,7,3,11,1.17,0.9,0.02,0.13,0.07,0.05,0.08,0.01,0.01,0,11,0,1,0.76,0.51,1.0,0.48,0.93,0,11,5.14,3.0,8.17,0.58,0.96,0,11,0,1,5,2,2,2,3,0.61,0.89,0.0
zeroin.i.1.col,211,4100,0.05,19.43,0.19,0,111,38,40,0,53,1.02,0.7,0.0,0.23,0.14,0.0,0.21,0.0,0.0,0,49,0,1,0.62,0.0,0.93,0.86,0.04,0,67,29.0,0.0,50.6,0.9,0.73,0,49,0,1,3,1,2,1,2,0.67,0.9,0.0
r125.5.col,125,3838,0.03,30.7,0.5,23,99,61,59,49,73,0.29,0.96,0.17,0.28,0.23,0.22,0.25,0.0,0.01,0,35,0,0,0.76,0.69,0.84,0.13,0.0,22,58,46.34,40.98,51.68,0.18,0.94,0,39,0,1,4,2,3,2,3,0.36,0.78,0.0
le450_25d.col,450,17425,0.03,38.72,0.17,11,157,77,77,58,96,0.37,0.95,0.0,0.06,0.02,0.02,0.04,0.0,0.0,1,25,0,0,0.35,0.32,0.39,0.18,0.0,0,44,27.35,22.62,31.96,0.28,0.89,0,31,2,3,6,3,4,4,4,0.19,0.52,4.0
miles250.col,128,387,0.33,3.02,0.05,0,16,6,5,3,8,0.61,0.91,0.01,0.06,0.03,0.02,0.04,0.0,0.01,0,8,0,1,0.62,0.47,0.73,0.46,0.63,0,8,3.33,2.0,5.26,0.61,0.93,0,8,0,1,6,4,5,2,5,0.41,0.86,0.0
wap01a.col,2368,110871,0.02,46.82,0.04,14,288,93,89,43,127,0.52,0.88,0.01,0.02,0.02,0.02,0.02,0.0,0.0,386,40,0,1,0.52,0.39,0.94,0.44,0.8,14,64,44.37,39.0,49.47,0.16,0.84,4,52,89,2,16,11,13,11,14,0.36,0.9,481.0
wap02a.col,2464,111742,0.02,45.35,0.04,14,294,90,82,39,127,0.55,0.84,0.0,0.02,0.02,0.02,0.02,0.0,0.0,434,40,0,1,0.53,0.39,1.0,0.44,0.88,14,62,43.69,39.0,49.0,0.16,0.82,5,49,98,2,5,4,5,5,5,0.28,0.55,538.0
qg.order100.col,10000,990000,0.01,99.0,0.02,198,198,198,198,198,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,605,0,0,0,0.5,0.5,0.5,0.0,0.0,98,98,98.5,98.5,98.5,0.0,0.0,59,10000,600,0,0,0,0,0,0,,0.0,1269.0
le450_15a.col,450,8168,0.06,18.15,0.08,2,99,36,35,24,48,0.47,0.95,0.0,0.03,0.02,0.01,0.03,0.0,0.0,0,15,0,0,0.31,0.27,0.37,0.32,0.0,0,19,11.77,9.52,13.75,0.34,0.87,0,17,1,3,6,4,4,4,4,0.2,0.66,2.0
r250.1.col,250,867,0.29,3.47,0.03,1,13,6,7,5,9,0.45,0.92,0.01,0.03,0.02,0.02,0.02,0.0,0.0,0,8,0,1,0.6,0.48,0.69,0.36,0.29,0,8,4.0,3.0,5.71,0.46,0.9,0,8,0,2,6,4,4,4,5,0.28,0.91,0.0
2-FullIns_4.col,212,1621,0.13,7.65,0.07,6,55,15,13,10,17,0.55,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,3,0,0,0.01,0.0,0.03,1.62,0.0,0,4,0.13,0.0,0.33,2.09,0.22,0,6,0,2,7,4,3,3,4,0.41,0.97,0.0
le450_25c.col,450,17343,0.03,38.54,0.17,7,179,77,77,56,97,0.38,0.96,0.0,0.06,0.04,0.02,0.06,0.0,0.0,1,25,0,0,0.35,0.32,0.4,0.21,0.0,0,46,27.6,22.58,32.23,0.28,0.9,0,30,2,2,6,2,3,2,3,0.45,0.8,4.0
miles1500.col,128,5198,0.02,40.61,0.64,28,106,81,88,75,98,0.29,0.94,0.17,0.57,0.55,0.21,0.55,0.0,0.0,0,73,0,0,0.87,0.82,0.95,0.1,0.0,26,87,82.13,58.14,85.68,0.3,0.84,0,73,0,1,3,1,2,1,2,0.57,0.76,0.0
r250.5.col,250,14849,0.02,59.4,0.48,53,191,118,114,92,145,0.29,0.97,0.16,0.26,0.22,0.2,0.23,0.0,0.0,3,65,0,0,0.76,0.69,0.84,0.13,0.0,51,112,89.0,77.62,99.93,0.17,0.96,0,68,1,2,5,3,3,3,4,0.25,0.81,5.0
2-Insertions_3.col,37,72,0.51,1.95,0.11,3,9,3,4,4,4,0.32,0.61,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,3,2,2,1,3,0.41,0.95,0.0
r1000.1c.col,1000,485090,0.0,485.09,0.97,943,991,970,970,965,975,0.01,0.88,0.07,0.07,0.07,0.07,0.07,0.0,0.0,24,70,0,0,0.97,0.97,0.97,0.0,0.0,915,962,941.74,936.97,946.3,0.01,0.89,161,155,164,1,5,2,2,2,3,0.49,0.85,353.0
latin_square_10.col,900,307350,0.0,341.5,0.76,683,683,683,683,683,683,0.0,0.0,0.04,0.1,0.09,0.04,0.09,0.0,0.0,4,90,0,0,0.76,0.76,0.76,0.0,0.0,521,521,521.9,521.9,521.9,0.0,0.0,75,151,94,1,4,2,2,2,3,0.3,0.63,175.0
queen13_13.col,169,3328,0.05,19.69,0.23,36,48,39,38,36,42,0.08,0.87,0.02,0.08,0.03,0.02,0.08,0.0,0.01,0,13,0,0,0.35,0.34,0.36,0.03,0.0,12,16,13.79,13.14,14.29,0.06,0.77,0,20,0,2,2,2,2,2,2,0.0,0.0,0.0
ash608GPIA.col,1216,7844,0.16,6.45,0.01,1,20,12,13,11,15,0.22,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.03,0.03,0.04,0.44,0.0,0,1,0.43,0.33,0.55,0.31,0.01,0,5,3,2,3,2,3,2,3,0.24,0.97,4.0
DSJC1000.1.col,1000,49629,0.02,49.63,0.1,68,127,99,99,93,106,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.87,9.15,10.54,0.1,0.7,1,27,22,3,4,3,3,3,3,0.1,0.5,25.0
1-FullIns_4.col,93,593,0.16,6.38,0.14,6,32,12,11,9,15,0.46,0.96,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0,3,0,0,0.03,0.01,0.05,1.08,0.0,0,3,0.29,0.17,0.55,1.38,0.39,0,6,0,1,6,3,3,2,4,0.57,1.0,0.0
4-FullIns_5.col,4146,77305,0.05,18.65,0.01,8,695,37,31,21,39,0.98,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0,0,0.0,0.0,0.0,3.29,0.0,0,11,0.0,0.0,0.06,5.72,0.05,1,9,159,1,7,3,2,2,4,0.64,0.88,174.0
queen11_11.col,121,1980,0.06,16.36,0.27,30,40,32,32,30,34,0.08,0.85,0.03,0.09,0.04,0.03,0.09,0.0,0.01,0,11,0,0,0.36,0.36,0.37,0.03,0.0,10,14,11.81,11.48,12.36,0.07,0.78,0,15,0,2,4,2,3,2,3,0.3,0.8,0.0
wap06a.col,947,43571,0.02,46.01,0.1,9,230,92,88,43,130,0.53,0.92,0.01,0.04,0.04,0.04,0.04,0.0,0.0,43,40,0,1,0.54,0.41,0.9,0.4,0.78,9,64,46.97,39.0,53.62,0.21,0.91,2,48,14,2,8,4,4,3,5,0.4,0.9,60.0
4-FullIns_4.col,690,6650,0.1,9.64,0.03,6,119,19,15,11,29,0.71,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0.01,2.71,0.0,0,8,0.0,0.0,0.13,3.77,0.13,0,8,1,1,7,3,2,2,4,0.74,0.88,2.0
ash958GPIA.col,1916,12506,0.15,6.53,0.01,1,24,13,13,11,15,0.22,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0.03,0.03,0.04,0.45,0.0,0,1,0.44,0.33,0.55,0.31,0.02,0,7,9,2,3,2,2,2,3,0.25,0.99,11.0
le450_15c.col,450,16680,0.03,37.07,0.17,18,139,74,72,58,89,0.29,0.95,0.01,0.03,0.02,0.01,0.02,0.0,0.0,0,15,0,0,0.27,0.25,0.3,0.12,0.0,6,33,20.44,16.99,23.06,0.21,0.86,0,27,2,2,6,3,4,3,4,0.35,0.88,3.0
wap07a.col,1809,103368,0.02,57.14,0.06,13,298,114,109,72,150,0.48,0.95,0.0,0.02,0.02,0.02,0.02,0.0,0.0,189,40,0,1,0.43,0.34,0.56,0.44,0.48,13,68,45.96,40.36,51.64,0.18,0.87,6,47,71,5,16,10,9,9,12,0.24,0.87,267.0
le450_5d.col,450,9757,0.05,21.68,0.1,29,68,43,43,39,48,0.15,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.13,0.12,0.14,0.11,0.0,3,7,5.51,5.11,5.92,0.11,0.64,0,12,1,2,4,2,2,2,3,0.37,0.92,1.0
flat1000_76_0.col,1000,246708,0.0,246.71,0.49,455,532,493,493,486,501,0.02,0.91,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,223,262,243.67,240.01,247.63,0.03,0.88,52,124,100,2,4,2,2,2,3,0.28,0.73,157.0
fpsol2.i.1.col,496,11654,0.04,23.5,0.09,0,252,46,28,0,61,1.37,0.65,0.0,0.12,0.05,0.0,0.08,0.0,0.0,1,59,0,0,0.41,0.0,0.96,0.99,0.0,0,93,26.81,0.0,58.92,1.02,0.67,0,65,0,1,3,2,2,1,3,0.39,0.99,3.0
DSJC125.9.col,125,6961,0.02,55.69,0.9,103,120,111,111,109,114,0.03,0.9,0.18,0.24,0.22,0.22,0.22,0.0,0.01,0,30,0,0,0.9,0.9,0.9,0.0,0.0,92,107,99.96,97.98,102.16,0.03,0.89,0,56,0,1,3,2,2,2,2,0.2,0.5,0.0
wap03a.col,4730,286722,0.02,60.62,0.03,26,344,121,112,76,160,0.49,0.85,0.0,0.0,0.0,0.0,0.0,,0.0,600,0,0,1,0.39,0.3,0.56,0.51,0.57,26,64,45.22,41.74,49.08,0.11,0.8,19,58,531,9,24,16,17,13,20,0.27,0.93,1152.0
queen9_9.col,81,1056,0.08,13.04,0.33,24,32,26,26,24,28,0.08,0.83,0.05,0.11,0.06,0.05,0.11,0.0,0.01,0,9,0,0,0.39,0.38,0.39,0.02,0.0,9,12,10.08,9.57,10.81,0.07,0.72,0,13,0,2,4,2,3,3,3,0.27,0.72,0.0
myciel3.col,11,20,0.55,1.82,0.36,3,5,3,4,3,4,0.21,0.85,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,3,2,3,2,3,0.43,0.81,0.0
school1.col,385,19095,0.02,49.6,0.26,1,282,99,102,83,119,0.5,0.94,0.01,0.04,0.03,0.02,0.03,0.0,0.0,0,14,0,1,0.54,0.49,0.62,0.28,0.1,0,91,58.84,44.78,65.84,0.39,0.92,0,33,2,3,5,3,3,3,3,0.14,0.33,3.0
queen8_12.col,96,1368,0.07,14.25,0.3,25,32,28,29,27,30,0.08,0.96,0.04,0.13,0.04,0.04,0.05,0.01,0.01,0,12,0,0,0.39,0.38,0.39,0.03,0.0,9,12,10.84,10.54,11.45,0.06,0.8,0,14,0,2,3,2,2,2,3,0.25,0.99,0.0
myciel5.col,47,236,0.2,5.02,0.22,5,23,10,9,7,12,0.44,0.93,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0,1,4,3,3,3,4,0.36,0.92,0.0
3-FullIns_3.col,80,346,0.23,4.33,0.11,4,19,8,7,6,12,0.5,0.9,0.03,0.04,0.03,0.03,0.03,0.0,0.0,0,3,0,0,0.0,0.0,0.1,1.63,0.0,0,4,0.0,0.0,0.5,1.9,0.42,0,6,0,1,7,3,3,2,5,0.71,0.97,0.0
fpsol2.i.2.col,451,8691,0.05,19.27,0.09,0,346,38,26,22,31,1.66,0.76,0.0,0.07,0.02,0.02,0.03,0.0,0.0,0,30,0,0,0.87,0.41,0.91,0.57,0.0,0,46,23.44,17.8,28.65,0.58,0.86,0,30,0,2,3,2,2,2,3,0.25,1.0,1.0
